1,0,0.300805,0,0,0,0.112075,0,0,0,0,0,0,0,0.41288
2,0,0.262564,0,0.050257,0,0.113511,0,0,0,0,0,0,0,0.426332
3,0,0.196098,0.022495,0.081252,0,0.094015,0,0,0,0,0,0,0,0.39386
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.191025,0.022464,0.102438,0,0.093884,0,0,0,0,0,0,0,0.409811
5,0,0.168101,0.024727,0.086269,0,0.095826,0,0,0,0,0,0,0,0.374923
6,0,0.162363,0.028328,0.101509,0,0.093962,0,0,0,0,0,0,0,0.386162
7,0,0.158513,0.022482,0.085263,0,0.095837,0,0,0,0,0,0,0,0.362095
8,0,0.153517,0.022005,0.117597,0,0.09384,0,0,0,0,0,0,0,0.386959
9,0,0.131813,0.019814,0.081326,0,0.0941,0,0,0,0,0,0,0,0.327053
10,0,0.12799,0.026123,0.097611,0,0.092236,0,0,0,0,0,0,0,0.34396
11,0,0.125214,0.030655,0.116016,0,0.08855,0,0,0,0,0,0,0,0.360435
12,0,0.237816,0,0.070356,0,0.111644,0,0,0,0,0,0,0,0.419816
13,0,0.199612,0,0.090389,0,0.111558,0,0,0,0,0,0,0,0.401559
14,0.003231,0.205024,0,0.022814,0,0,0,0,0,0,0,0,0,0.227838
15,0.005002,0.167131,0,0.001891,0.029353,0,0,0,0,0,0,0,0,0.198375
16,0.015989,0.180273,0,0.002005,0.00366,0,0,0,0,0,0,0,0,0.185938
17,0,0.289238,0,0,0,0.113154,0,0,0,0,0,0,0,0.402392
18,0,0.252227,0,0,0,0.109867,0,0,0,0,0,0,0,0.362094
19,0,0.223638,0,0,0,0.110626,0,0,0,0,0,0,0,0.334264
20,0.001845,0.203745,0,0.043694,0,0,0,0,0,0,0,0,0,0.247439
21,0.007372,0.198755,0,0,0,0,0,0,0,0,0,0,0,0.198755
22,0,0.229452,0,0,0,0.112206,0,0,0,0,0,0,0,0.341658
23,0.000927,0.179071,0,0,0,0,0,0,0,0,0,0,0,0.179071
24,0.004619,0.180162,0,0,0,0,0,0,0,0,0,0,0,0.180162
25,0.009205,0.179712,0,0,0,0,0,0,0,0,0,0,0,0.179712
26,0.012851,0.173792,0,0,0,0,0,0,0,0,0,0,0,0.173792
27,0,0.238974,0,0,0,0.05771,0,0,0,0,0,0,0,0.296684
28,0,0.246738,0,0,0,0.042642,0,0,0,0,0,0,0,0.28938
29,0,0.253923,0,0,0,0.070683,0,0,0,0,0,0,0,0.324606
30,0,0.267326,0,0,0,0.065124,0,0,0,0,0,0,0,0.33245
31,0,0.275271,0,0,0,0.050178,0,0,0,0,0,0,0,0.325449
32,0,0.272719,0,0,0,0.061405,0,0,0,0,0,0,0,0.334124
33,0,0.269737,0,0,0,0.06882,0,0,0,0,0,0,0,0.338557
34,0,0.281314,0,0,0,0.076162,0,0,0,0,0,0,0,0.357476
35,0,0.305341,0,0,0,0.083428,0,0,0,0,0,0,0,0.388769
36,0,0.311632,0,0,0,0.074292,0,0,0,0,0,0,0,0.385924
37,0,0.321568,0,0,0,0.066916,0,0,0,0,0,0,0,0.388484
